,irs3m,irs6m,irs9m,irs1yr,irs2yr,irs3yr,irs4yr,irs5yr,irs7yr,irs10yr,overnight,fed,us10yr,tiie28,mxn,g1yr,g2yr,g3yr,g5yr,g10yr,g20yr,g30yr
,MPSWC BGN Curncy,MPSWF BGN Curncy,MPSWI BGN Curncy,MPSW1A BGN Curncy,MPSW2B BGN Curncy,MPSW3C BGN Curncy,MPSW4D BGN Curncy,MPSW5E BGN Curncy,MPSW7G BGN Curncy,MPSW10K BGN Curncy,MXONBR Index,FDTR Index,USGG10YR Index,MXIBTIIE Index,MXN Curncy,GMXN01YR Index,GMXN02YR Index,GMXN03YR Index,GMXN05YR Index,GMXN10YR Index,GMXN20YR Index,GMXN30YR Index
,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
#¿NOMBRE?,4.97,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?
12/11/2012,4.8650,4.9000,4.9200,4.9400,5.0050,5.0900,5.1800,5.2500,5.5200,5.7750,4.5000,0.2500,1.6063,4.8420,13.2113,4.5490,4.8000,4.8910,5.0230,5.3350,6.0320,6.5610
13/11/2012,4.8700,4.9250,4.9200,4.9500,5.0200,5.1050,5.1950,5.2800,5.5450,5.8050,4.5000,0.2500,1.5945,4.8400,13.2477,4.6040,4.8220,4.9240,5.0480,5.3610,6.0420,6.5360
14/11/2012,4.8700,4.9300,4.9350,4.9550,5.0300,5.1200,5.2100,5.2950,5.5600,5.8300,4.5000,0.2500,1.5911,4.8450,13.2773,4.6170,4.8310,4.9630,5.0620,5.3840,6.0440,6.5400
15/11/2012,4.8700,4.9100,4.9300,4.9400,5.0350,5.1250,5.2200,5.3150,5.5650,5.8400,4.5000,0.2500,1.5928,4.8400,13.2085,4.5910,4.8250,4.9920,5.0770,5.4030,6.0690,6.5650
16/11/2012,4.8650,4.8900,4.9090,4.9200,5.0150,5.1100,5.2050,5.2900,5.5600,5.8350,4.5000,0.2500,1.5800,4.8360,13.1322,4.5880,4.8250,4.9990,5.0670,5.4090,6.0590,6.5570
19/11/2012,4.8650,4.8900,4.9090,4.9200,5.0200,5.1100,5.2100,5.2900,5.5600,5.8350,4.5000,0.2500,1.6131,4.8360,13.0579,4.4240,4.8220,5.0000,5.0670,5.4090,6.0590,6.5570
20/11/2012,4.8650,4.8980,4.9280,4.9300,5.0150,5.1150,5.2100,5.2950,5.5650,5.8400,4.5000,0.2500,1.6659,4.8375,13.0044,4.5900,4.8280,4.9970,5.0750,5.4280,6.0790,6.5770
21/11/2012,4.8650,4.9000,4.9200,4.9200,5.0300,5.1300,5.2300,5.3200,5.5950,5.8750,4.5000,0.2500,1.6796,4.8400,13.0600,4.6060,4.8160,4.9830,5.0890,5.4590,6.1150,6.6180
22/11/2012,4.8750,4.9150,4.9350,4.9350,5.0350,5.1500,5.2500,5.3500,5.6200,5.9100,4.5000,0.2500,1.6796,4.8562,13.0298,4.5800,4.8070,4.9890,5.1090,5.4940,6.1540,6.6600
23/11/2012,4.8650,4.9150,4.9350,4.9300,5.0500,5.1600,5.2600,5.3600,5.6400,5.9250,4.5000,0.2500,1.6899,4.8500,12.9647,4.5910,4.8080,4.9790,5.1210,5.5350,6.1880,6.6970
26/11/2012,4.8700,4.9100,4.9220,4.9400,5.0500,5.1550,5.2500,5.3450,5.6350,5.9100,4.5000,0.2500,1.6625,4.8425,13.0160,4.5730,4.8110,4.9750,5.1120,5.5440,6.2110,6.6980
27/11/2012,4.8700,4.9090,4.9300,4.9350,5.0350,5.1450,5.2450,5.3300,5.6100,5.8770,4.5000,0.2500,1.6369,4.8462,13.0403,4.5960,4.8250,4.9640,5.1270,5.5290,6.2160,6.6840
28/11/2012,4.8600,4.9150,4.9320,4.9360,5.0400,5.1550,5.2500,5.3300,5.6100,5.8800,4.5000,0.2500,1.6284,4.8460,12.9723,4.5860,4.8380,4.9890,5.1480,5.5270,6.2200,6.6570
29/11/2012,4.8650,4.9200,4.9320,4.9500,5.0500,5.1650,5.2500,5.3450,5.6350,5.9000,4.5000,0.2500,1.6147,4.8475,12.9469,4.5730,4.8360,5.0040,5.1740,5.5480,6.2330,6.6780
30/11/2012,4.8600,4.8980,4.9100,4.9170,4.9950,5.1080,5.1900,5.2700,5.5580,5.8150,4.5000,0.2500,1.6156,4.8462,12.9667,4.5610,4.7940,4.9370,5.1320,5.4960,6.1660,6.5850
03/12/2012,4.8600,4.8950,4.9050,4.9100,4.9950,5.1000,5.1850,5.2700,5.5550,5.8100,4.5000,0.2500,1.6207,4.8431,12.9972,4.5120,4.7840,4.9350,5.0740,5.4310,6.1130,6.5410
04/12/2012,4.8450,4.8780,4.8950,4.9000,4.9790,5.0700,5.1480,5.2250,5.5100,5.7550,4.5000,0.2500,1.6028,4.8350,12.9460,4.4960,4.8020,4.9120,5.0770,5.4000,6.0400,6.4530
05/12/2012,4.8480,4.8780,4.8890,4.9000,4.9950,5.0900,5.1780,5.2590,5.5400,5.7980,4.5000,0.2500,1.5875,4.8395,12.9277,4.5540,4.7910,4.9300,5.1050,5.4350,6.0680,6.4810
06/12/2012,4.8480,4.8820,4.9000,4.9090,4.9850,5.0700,5.1600,5.2400,5.5290,5.7750,4.5000,0.2500,1.5857,4.8400,12.8702,4.4920,4.7700,4.9200,5.0860,5.4010,6.0690,6.4910
07/12/2012,4.8500,4.8780,4.8890,4.9000,4.9700,5.0650,5.1600,5.2400,5.5250,5.7800,4.5000,0.2500,1.6215,4.8400,12.8505,4.4690,4.7570,4.9080,5.0770,5.3970,6.0700,6.5230
10/12/2012,4.8500,4.8700,4.8800,4.8975,4.9800,5.0850,5.1700,5.2525,5.5400,5.8000,4.5000,0.2500,1.6164,4.8400,12.8090,4.4950,4.7380,4.9510,5.0850,5.4210,6.0860,6.5510
11/12/2012,4.8450,4.8690,4.8800,4.9000,4.9850,5.0850,5.1700,5.2500,5.5450,5.8000,4.5000,0.2500,1.6541,4.8400,12.7334,4.4750,4.7500,4.9530,5.0840,5.4300,6.0920,6.5570
12/12/2012,4.8500,4.9000,4.8800,4.9000,4.9900,5.0800,5.1700,5.2700,5.5500,5.8000,4.5000,0.2500,1.6980,4.8400,12.7426,4.4020,4.7850,4.9730,5.0870,5.4290,6.0870,6.5690
13/12/2012,4.8500,4.8650,4.8800,4.8950,4.9925,5.1000,5.1750,5.2600,5.5500,5.8150,4.5000,0.2500,1.7299,4.8400,12.8025,4.4450,4.7560,4.9680,5.0850,5.4340,6.0900,6.5530
14/12/2012,4.8450,4.8600,4.8850,4.8950,4.9800,5.1000,5.1800,5.2700,5.5540,5.8060,4.5000,0.2500,1.7015,4.8400,12.7423,4.4380,4.7230,4.9630,5.0680,5.4270,6.0670,6.5210
17/12/2012,4.8500,4.8660,4.8900,4.9000,4.9900,5.1150,5.1950,5.2800,5.5730,5.8250,4.5000,0.2500,1.7717,4.8400,12.7205,4.4290,4.7330,4.9740,5.0690,5.4250,6.0660,6.4950
18/12/2012,4.8500,4.8600,4.8850,4.9000,5.0050,5.1400,5.2300,5.3050,5.5900,5.8700,4.5000,0.2500,1.8170,4.8400,12.7186,4.4210,4.7560,4.9790,5.0910,5.4460,6.0940,6.5120
19/12/2012,4.8500,4.8650,4.8900,4.9000,5.0200,5.1500,5.2400,5.3200,5.5900,5.8600,4.5000,0.2500,1.8014,4.8400,12.7664,4.4310,4.7410,4.9690,5.1170,5.4620,6.1010,6.5310
20/12/2012,4.8500,4.8600,4.8900,4.9200,5.0250,5.1600,5.2600,5.3600,5.6400,5.8900,4.5000,0.2500,1.7962,4.8400,12.7612,4.3860,4.7370,4.9720,5.1400,5.4770,6.1090,6.5360
21/12/2012,4.8500,4.8600,4.8900,4.9100,5.0000,5.1300,5.2350,5.3250,5.5900,5.8550,4.5000,0.2500,1.7623,4.8447,12.9268,4.3680,4.7240,4.9520,5.1100,5.4250,6.0600,6.4740
24/12/2012,4.8500,4.8600,4.8900,4.9100,5.0000,5.0950,5.2350,5.3250,5.5900,5.8200,4.5000,0.2500,1.7737,4.8550,12.9870,4.0900,4.7020,4.9200,5.0960,5.4000,6.0410,6.4170
25/12/2012,4.8450,4.8620,4.8850,4.9100,5.0000,5.0950,5.2400,5.3280,5.5800,5.8250,4.5000,0.2500,1.7737,4.8550,12.9902,4.1590,4.7350,4.9380,5.1110,5.4250,6.0490,6.4450
26/12/2012,4.8450,4.8620,4.8850,4.9100,4.9925,5.1250,5.2000,5.3100,5.5750,5.8250,4.5000,0.2500,1.7511,4.8475,13.0097,4.3120,4.7130,4.9260,5.1000,5.3910,6.0510,6.4360
27/12/2012,4.8500,4.8620,4.8850,4.9100,4.9930,5.1250,5.2200,5.3050,5.5750,5.8200,4.5000,0.2500,1.7364,4.8437,12.9759,4.3130,4.7100,4.9330,5.1310,5.3990,6.0270,6.4270
28/12/2012,4.8500,4.8620,4.8900,4.9100,4.9950,5.1300,5.2200,5.3100,5.5750,5.8200,4.5000,0.2500,1.7009,4.8450,13.0245,4.3070,4.7060,4.9120,5.1300,5.3840,6.0060,6.4180
31/12/2012,4.8450,4.8620,4.8890,4.9100,4.9900,5.1270,5.2170,5.3075,5.5725,5.8250,4.5000,0.2500,1.7574,4.8475,12.8533,4.2850,4.7100,4.9130,5.1420,5.3780,5.9900,6.4370
01/01/2013,4.8450,4.8620,4.8850,4.9100,4.9900,5.1270,5.2170,5.3075,5.5725,5.8250,4.5000,0.2500,1.7574,4.8475,12.8900,4.1840,4.7320,4.9360,5.1410,5.3850,6.0000,6.4330
02/01/2013,4.8450,4.8620,4.8900,4.9120,5.0050,5.1390,5.2400,5.3310,5.6100,5.8700,4.5000,0.2500,1.8371,4.8437,12.7465,4.3910,4.7220,4.9190,5.1470,5.4130,6.0140,6.4740
03/01/2013,4.8500,4.8650,4.8950,4.9100,5.0050,5.1400,5.2500,5.3500,5.6350,5.9000,4.5000,0.2500,1.9121,4.8450,12.8066,4.3540,4.7240,4.9330,5.1380,5.4300,6.0340,6.4880
04/01/2013,4.8550,4.8665,4.8900,4.9180,5.0350,5.1700,5.2710,5.3690,5.6550,5.9320,4.5000,0.2500,1.8991,4.8475,12.7417,4.4230,4.7610,4.9750,5.1610,5.4840,6.0750,6.5450
07/01/2013,4.8400,4.8600,4.8900,4.9200,5.0200,5.1400,5.2450,5.3400,5.6250,5.9000,4.5000,0.2500,1.8974,4.8437,12.7683,4.4430,4.7710,4.9630,5.1380,5.4810,6.0600,6.5220
08/01/2013,4.8500,4.8600,4.9000,4.9200,5.0100,5.1300,5.2310,5.3350,5.6250,5.8930,4.5000,0.2500,1.8683,4.8475,12.8030,4.4420,4.7560,4.9650,5.1430,5.4830,6.0670,6.5050
09/01/2013,4.8450,4.8500,4.8740,4.8900,4.9800,5.0900,5.1800,5.3000,5.6000,5.8630,4.5000,0.2500,1.8568,4.8425,12.7223,4.4240,4.7400,4.9330,5.1030,5.4370,6.0370,6.4840
10/01/2013,4.8400,4.8500,4.8600,4.8650,4.9700,5.0600,5.1500,5.2700,5.5800,5.8400,4.5000,0.2500,1.8958,4.8468,12.6058,4.4120,4.7040,4.8860,5.0260,5.4060,5.9990,6.4540
11/01/2013,4.8400,4.8450,4.8600,4.8600,4.9550,5.0700,5.1700,5.2800,5.5750,5.8500,4.5000,0.2500,1.8677,4.8435,12.6551,4.4040,4.6750,4.8880,5.0050,5.4040,6.0100,6.4640
14/01/2013,4.8400,4.8400,4.8500,4.8550,4.9500,5.0500,5.1600,5.2600,5.5500,5.8200,4.5000,0.2500,1.8448,4.8443,12.5938,4.4170,4.6560,4.8460,4.9840,5.3640,5.9770,6.4270
15/01/2013,4.8400,4.8450,4.8400,4.8450,4.9370,5.0250,5.1300,5.2300,5.5200,5.7900,4.5000,0.2500,1.8360,4.8425,12.6110,4.4060,4.6480,4.8280,4.9690,5.3460,5.9530,6.4170
16/01/2013,4.8400,4.8300,4.8300,4.8400,4.9210,5.0100,5.1050,5.2150,5.5000,5.7750,4.5000,0.2500,1.8185,4.8447,12.6215,4.3960,4.6470,4.8290,4.9690,5.3290,5.9660,6.4280
17/01/2013,4.8400,4.8300,4.8250,4.8350,4.9000,4.9900,5.0900,5.2000,5.5000,5.7900,4.5000,0.2500,1.8794,4.8475,12.5867,4.3720,4.6360,4.8310,4.9580,5.3140,5.9510,6.4200
18/01/2013,4.8000,4.7690,4.7600,4.7550,4.7800,4.8700,4.9800,5.0900,5.3850,5.6900,4.5000,0.2500,1.8416,4.8337,12.6621,4.3540,4.6000,4.7510,4.8660,5.2020,5.7990,6.2880
21/01/2013,4.7900,4.7600,4.7500,4.7200,4.7390,4.8200,4.9300,5.0300,5.3100,5.6100,4.5000,0.2500,1.8416,4.8325,12.7000,4.2880,4.5210,4.6460,4.7900,5.0940,5.6890,6.1760
22/01/2013,4.8000,4.7500,4.7230,4.7190,4.7500,4.8350,4.9500,5.0500,5.3450,5.6300,4.5000,0.2500,1.8417,4.8387,12.6194,4.3440,4.5550,4.6950,4.8210,5.1370,5.7230,6.1750
23/01/2013,4.8000,4.7300,4.7050,4.6900,4.7300,4.8100,4.9100,5.0000,5.2900,5.5900,4.5000,0.2500,1.8241,4.8400,12.6922,4.3590,4.5160,4.6690,4.7810,5.0990,5.6590,6.0680
24/01/2013,4.8000,4.7550,4.7200,4.7100,4.7500,4.8350,4.9350,5.0200,5.2900,5.5850,4.5000,0.2500,1.8498,4.8350,12.6358,4.3450,4.5260,4.6820,4.7820,5.0930,5.6520,6.0530
25/01/2013,4.8000,4.7450,4.7150,4.6900,4.7250,4.8100,4.9325,5.0350,5.3550,5.6550,4.5000,0.2500,1.9487,4.8300,12.7063,4.3550,4.5050,4.6670,4.7830,5.1380,5.7210,6.1390
28/01/2013,4.8000,4.7300,4.6900,4.6800,4.7020,4.7980,4.9200,5.0400,5.3600,5.6790,4.5000,0.2500,1.9613,4.8350,12.7668,4.3040,4.4610,4.6340,4.7560,5.1580,5.7620,6.1690
29/01/2013,4.8000,4.7350,4.6750,4.6650,4.6850,4.7700,4.8700,4.9850,5.3200,5.6400,4.5000,0.2500,1.9991,4.8375,12.7202,4.3280,4.4580,4.6050,4.7050,5.1390,5.7280,6.1400
30/01/2013,4.8000,4.7300,4.6700,4.6550,4.6750,4.7700,4.8800,4.9940,5.3240,5.6500,4.5000,0.2500,1.9920,4.8400,12.7208,4.3490,4.4480,4.5730,4.6950,5.1350,5.7320,6.1540
31/01/2013,4.7950,4.7275,4.6625,4.6500,4.6700,4.7450,4.8700,4.9900,5.3150,5.6400,4.5000,0.2500,1.9849,4.8400,12.7087,4.3140,4.4400,4.5700,4.6830,5.1300,5.7420,6.1740
01/02/2013,4.7700,4.6800,4.6500,4.5700,4.5900,4.7000,4.8000,4.9250,5.2600,5.6000,4.5000,0.2500,2.0149,4.8350,12.6062,4.2760,4.3920,4.5060,4.5970,5.0660,5.7140,6.1510
04/02/2013,4.7700,4.6800,4.6500,4.5700,4.5900,4.7000,4.8000,4.9250,5.2600,5.6000,4.5000,0.2500,1.9548,4.8350,12.7107,4.0370,4.4060,4.5010,4.5730,5.0270,5.6860,6.1480
05/02/2013,4.7450,4.6350,4.5700,4.5500,4.5650,4.6300,4.7450,4.8500,5.1800,5.5100,4.5000,0.2500,1.9980,4.8325,12.6316,4.2590,4.3560,4.4740,4.5530,5.0210,5.6510,6.1170
06/02/2013,4.7350,4.5850,4.5500,4.5200,4.5550,4.6200,4.7200,4.8300,5.1500,5.4950,4.5000,0.2500,1.9603,4.8362,12.6819,4.2130,4.3100,4.4600,4.5320,5.0140,5.6550,6.1070
07/02/2013,4.7700,4.6500,4.6100,4.5800,4.6200,4.6900,4.8100,4.9150,5.2400,5.5750,4.5000,0.2500,1.9568,4.8250,12.7299,4.2370,4.3530,4.5110,4.5960,5.0940,5.7180,6.1790
08/02/2013,4.7250,4.6300,4.6200,4.5900,4.6300,4.7100,4.8100,4.9200,5.2400,5.5900,4.5000,0.2500,1.9499,4.8250,12.7239,4.2620,4.3620,4.5190,4.6240,5.1060,5.7570,6.1800
11/02/2013,4.6850,4.6150,4.5950,4.5800,4.6150,4.6950,4.8000,4.9000,5.2190,5.5540,4.5000,0.2500,1.9635,4.8235,12.7337,4.2490,4.3460,4.5040,4.6170,5.0800,5.7150,6.1310
12/02/2013,4.6500,4.5700,4.5500,4.5300,4.5750,4.6550,4.7600,4.8700,5.1800,5.5050,4.5000,0.2500,1.9770,4.8185,12.6950,4.2200,4.3200,4.4720,4.5970,5.0510,5.6590,6.0600
13/02/2013,4.6600,4.5500,4.5500,4.5200,4.5700,4.6600,4.7750,4.9000,5.1900,5.5150,4.5000,0.2500,2.0277,4.8255,12.6857,4.2230,4.3060,4.4560,4.6000,5.0490,5.6500,6.0670
14/02/2013,4.6800,4.5850,4.5600,4.5400,4.5950,4.6900,4.8100,4.9400,5.2500,5.5700,4.5000,0.2500,1.9974,4.8300,12.6958,4.1870,4.2990,4.4470,4.6110,5.0550,5.6560,6.0980
15/02/2013,4.6650,4.5750,4.5450,4.5200,4.5800,4.6900,4.8100,4.9200,5.2450,5.5600,4.5000,0.2500,2.0017,4.8325,12.6899,4.1930,4.2900,4.4460,4.6270,5.0490,5.6700,6.1040
18/02/2013,4.6700,4.5750,4.5450,4.5250,4.5800,4.6900,4.8050,4.9200,5.2460,5.5550,4.5000,0.2500,2.0017,4.8262,12.6854,4.1600,4.3010,4.4510,4.6230,5.0480,5.6610,6.1100
19/02/2013,4.6650,4.5750,4.5350,4.5100,4.5500,4.6700,4.7950,4.9150,5.2300,5.5550,4.5000,0.2500,2.0278,4.8235,12.6304,4.2110,4.2920,4.4490,4.6230,5.0470,5.6710,6.1030
20/02/2013,4.6600,4.5790,4.5400,4.5140,4.5750,4.7100,4.8400,4.9580,5.2600,5.5900,4.5000,0.2500,2.0087,4.8175,12.7253,4.2300,4.2770,4.4520,4.6410,5.0640,5.6760,6.1060
21/02/2013,4.6630,4.5700,4.5390,4.5100,4.5600,4.6925,4.8200,4.9500,5.2600,5.5670,4.5000,0.2500,1.9766,4.8135,12.7464,4.1910,4.2600,4.4440,4.6410,5.0420,5.6600,6.0790
22/02/2013,4.6600,4.5500,4.5100,4.4810,4.5400,4.6700,4.7850,4.9150,5.2300,5.5300,4.5000,0.2500,1.9619,4.8175,12.7037,4.1530,4.2510,4.4280,4.6370,5.0160,5.6280,6.0500
25/02/2013,4.6550,4.5400,4.5000,4.4750,4.5300,4.6500,4.7700,4.9000,5.2150,5.5150,4.5000,0.2500,1.8637,4.8132,12.7992,4.1080,4.2210,4.4060,4.6180,5.0130,5.6140,6.0520
26/02/2013,4.6800,4.5650,4.5380,4.5100,4.5700,4.7100,4.8350,4.9700,5.2850,5.5900,4.5000,0.2500,1.8808,4.8050,12.8435,4.1230,4.2510,4.4440,4.6890,5.0870,5.6730,6.1080
27/02/2013,4.6800,4.5800,4.5500,4.5200,4.5800,4.7000,4.8190,4.9500,5.2700,5.5740,4.5000,0.2500,1.9014,4.7990,12.7652,4.1390,4.2420,4.4510,4.6860,5.0870,5.6530,6.0700
28/02/2013,4.6850,4.5800,4.5450,4.5225,4.5800,4.7000,4.8200,4.9425,5.2700,5.5750,4.5000,0.2500,1.8756,4.7950,12.7793,4.0850,4.2690,4.4560,4.6510,5.0780,5.6440,6.0650
01/03/2013,4.6450,4.5590,4.5250,4.5120,4.5740,4.6850,4.7950,4.9150,5.2500,5.5500,4.5000,0.2500,1.8412,4.7925,12.7584,4.0420,4.2370,4.4170,4.6360,5.0430,5.6220,6.0340
04/03/2013,4.6100,4.5250,4.5050,4.4900,4.5450,4.6650,4.7650,4.8750,5.2100,5.5200,4.5000,0.2500,1.8755,4.7837,12.7454,4.0870,4.2310,4.3980,4.5880,5.0170,5.5930,5.9870
